run_accession	description
SRR14889611	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889614	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889620	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889622	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889625	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889626	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889628	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889630	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889634	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889635	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889637	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889641	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889647	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889648	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889651	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889653	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889656	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889658	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889660	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889661	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889663	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889668	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889669	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889673	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889675	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889676	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889679	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889680	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889682	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889690	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889692	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889694	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889695	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889697	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889706	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889708	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889711	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889719	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889725	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889728	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889729	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889731	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889732	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889733	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889736	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889737	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889739	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889743	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889744	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889750	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889756	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889758	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889759	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889760	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889761	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889765	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889767	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889770	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889771	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889774	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889775	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889776	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889778	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889781	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889789	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889792	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889796	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889801	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889802	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889803	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889806	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889807	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889808	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889810	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889815	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889817	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889819	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889822	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889825	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889827	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR15017536	Illumina MiSeq sequencing
SRR15017604	Illumina MiSeq sequencing
SRR15017639	Illumina MiSeq sequencing
SRR15725497	GridION sequencing: Enterococcus faecium increased honey bee gut weight and activates host development
SRR15725507	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725509	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725510	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725512	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725518	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725524	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725527	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15783030	Illumina MiSeq sequencing
SRR15973854	Illumina HiSeq 2500 sequencing: Genome of Enterococcus faecium: blood culture
SRR16018339	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B7136439
SRR16018341	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3609826
SRR16018342	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3604787
SRR16018344	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3591460
SRR16018346	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3587935
SRR16018349	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3581865
SRR16018352	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3577945
SRR16018353	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3576433
SRR16018356	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3574327
SRR16018357	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3574117
SRR16018360	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3567780
SRR16018363	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3559872
SRR16018364	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3558907
SRR16018371	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_7526
SRR16018372	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3526913
SRR16018373	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3525114
SRR16018375	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3516271
SRR16018379	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3510323
SRR16018380	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3510170
SRR16018381	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3507388
SRR16018382	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A4422
SRR16018384	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3506128
SRR16018385	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3505791
SRR16018388	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3499186
SRR16018392	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3493726
SRR16018393	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A3483
SRR16018399	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3486430
SRR16018400	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3485144
SRR16018401	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3482861
SRR16018402	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3480348
SRR16018406	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3470392
SRR16018408	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3460390
SRR16018415	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A2616
SRR16018421	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3391968
SRR16018424	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3387847
SRR16018428	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B3380339
SRR16018434	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A997
SRR16018440	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A9192
SRR16018446	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A8090
SRR16018452	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A7103
SRR16018455	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A6925
SRR16018457	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A618
SRR16018458	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A6039
SRR16018466	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C3925
SRR16018470	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C3763
SRR16018481	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C3457
SRR16018489	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_A5476
SRR16018491	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C2436
SRR16018492	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C2362
SRR16018495	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C1577
SRR16018496	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C1261
SRR16018499	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C1135
SRR16018503	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate SZMC_C0411
SRR16018504	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B7174827
SRR16018507	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B7162150
SRR16018510	NextSeq 500 sequencing: WGS of Vancomycin resistant Enterococcus faecium (VRE), isolate HMC_B7144895
SRR16146158	Illumina MiSeq sequencing: VRE WGS
SRR16146159	Illumina MiSeq sequencing: VRE WGS
SRR16146162	Illumina MiSeq sequencing: VRE WGS
SRR16146166	Illumina MiSeq sequencing: VRE WGS
SRR16146171	Illumina MiSeq sequencing: VRE WGS
SRR16146177	Illumina MiSeq sequencing: VRE WGS
SRR16146179	Illumina MiSeq sequencing: VRE WGS
SRR16146182	Illumina MiSeq sequencing: VRE WGS
SRR16146183	Illumina MiSeq sequencing: VRE WGS
SRR16146185	Illumina MiSeq sequencing: VRE WGS
SRR16146194	Illumina MiSeq sequencing: VRE WGS
SRR16146195	Illumina MiSeq sequencing: VRE WGS
SRR16146196	Illumina MiSeq sequencing: VRE WGS
SRR16146197	Illumina MiSeq sequencing: VRE WGS
SRR16146201	Illumina MiSeq sequencing: VRE WGS
SRR16146205	Illumina MiSeq sequencing: VRE WGS
SRR16146206	Illumina MiSeq sequencing: VRE WGS
SRR16146210	Illumina MiSeq sequencing: VRE WGS
SRR16146211	Illumina MiSeq sequencing: VRE WGS
SRR16146214	Illumina MiSeq sequencing: VRE WGS
SRR16146217	Illumina MiSeq sequencing: VRE WGS
SRR16146563	DNBSEQ-G400 sequencing: Shotgun 2021 Sample 421
SRR16146569	DNBSEQ-G400 sequencing: Shotgun 2021 Sample 418
SRR16146579	DNBSEQ-G400 sequencing: Shotgun 2021 Sample 413
SRR16146580	DNBSEQ-G400 sequencing: Shotgun 2021 Sample 413
SRR16146583	DNBSEQ-G400 sequencing: Shotgun 2021 Sample 411
SRR16146589	DNBSEQ-G400 sequencing: Shotgun 2021 Sample 409
SRR16290606	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290609	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290612	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290618	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290622	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290624	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290626	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290628	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290629	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290633	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290637	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290639	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290640	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290642	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290643	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290644	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290646	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
SRR16290651	Illumina MiSeq sequencing: Whole genome sequencing of clinical E. faecium isolates and transconjugant strains
